,Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age,Income_Category,Employment_Status
819,5095586,F,N,N,0,270000.0,Working,Incomplete higher,Civil marriage,House / apartment,-8784.0,1,1,0,1,Medicine staff,2,0,24.0,Medium,1
820,5068963,M,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-15181.0,1,0,0,0,Others,2,0,41.0,Medium,1
821,5022047,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,Office apartment,-14917.0,1,1,1,0,Drivers,2,0,40.0,Medium,1
822,5048121,M,Y,Y,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12091.0,1,0,1,0,Others,4,0,33.0,Medium,1
823,5117219,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11107.0,1,0,0,0,Core staff,2,0,30.0,Medium,1
824,5009821,F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14883.0,1,0,1,0,Cooking staff,2,0,40.0,Low,1
825,5033500,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17578.0,1,0,0,0,Laborers,2,0,48.0,Medium,1
826,5058281,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,-14897.0,1,1,1,1,Others,2,0,40.0,Medium,1
827,5054373,F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20723.0,1,0,1,0,Others,1,0,56.0,Medium,0
828,5142988,F,N,N,1,135000.0,Working,Higher education,Married,House / apartment,-10567.0,1,1,0,0,Core staff,3,0,28.0,Medium,1
829,5137229,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14084.0,1,1,0,0,Drivers,2,0,38.0,Medium,1
830,5113373,F,N,Y,1,180000.0,Pensioner,Higher education,Married,House / apartment,-18979.0,1,0,1,0,Others,3,0,51.0,Medium,0
831,5053152,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23774.0,1,0,0,0,Others,1,0,65.0,Medium,0
832,5090386,F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,-21537.0,1,0,0,0,Core staff,1,0,59.0,Medium,1
833,5142899,F,N,N,0,112500.0,Commercial associate,Higher education,Single / not married,With parents,-9052.0,1,0,0,0,Laborers,1,0,24.0,Medium,1
834,5113510,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17176.0,1,0,0,0,Laborers,2,0,47.0,Medium,1
836,5009791,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22002.0,1,0,1,0,Others,1,0,60.0,Medium,0
837,5149484,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-11278.0,1,0,0,0,Others,3,0,30.0,Medium,1
838,5092221,M,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-11654.0,1,0,0,0,Laborers,2,0,31.0,Low,1
839,5067003,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18752.0,1,0,1,0,Laborers,2,0,51.0,Medium,1
840,5023838,F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19801.0,1,0,1,0,Core staff,2,0,54.0,Medium,1
841,5095433,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,-18764.0,1,0,0,0,High skill tech staff,2,0,51.0,Medium,1
842,5033797,F,Y,Y,0,148500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-17107.0,1,0,0,0,Core staff,2,0,46.0,Medium,1
843,5022803,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,-11998.0,1,0,0,0,Managers,1,0,32.0,Medium,1
844,5104953,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-21684.0,1,0,0,0,Drivers,2,0,59.0,Medium,1
845,5100098,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-10851.0,1,0,0,0,Others,2,0,29.0,Low,1
846,5091792,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15216.0,1,1,0,0,Low-skill Laborers,3,0,41.0,Medium,1
847,5149805,F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,-9873.0,1,0,1,1,Others,1,0,27.0,Medium,1
848,5089681,F,N,N,0,261000.0,Commercial associate,Incomplete higher,Married,House / apartment,-10028.0,1,1,0,0,Others,2,0,27.0,Medium,1
849,5052678,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-15624.0,1,1,1,0,High skill tech staff,3,0,42.0,Medium,1
850,5116809,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18365.0,1,0,0,0,High skill tech staff,2,0,50.0,Medium,1
851,5143353,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10578.0,1,1,0,0,Sales staff,2,0,28.0,Medium,1
852,5090232,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-21977.0,1,0,0,0,High skill tech staff,1,0,60.0,Medium,1
853,5117095,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14010.0,1,0,0,0,Others,2,0,38.0,Medium,0
854,5088987,F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,-14622.0,1,1,1,0,Core staff,4,0,40.0,Medium,1
855,5021584,F,N,N,1,40500.0,State servant,Secondary / secondary special,Married,Rented apartment,-13052.0,1,0,0,0,Cooking staff,3,0,35.0,Low,1
856,5009291,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140.0,1,0,1,0,Cleaning staff,2,0,41.0,Medium,1
857,5051007,F,N,N,0,306000.0,Commercial associate,Higher education,Married,House / apartment,-10707.0,1,0,0,0,Managers,2,0,29.0,Medium,1
858,5024263,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-21276.0,1,0,1,0,Accountants,2,0,58.0,Medium,1
859,5125771,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-23360.0,1,0,0,0,Others,2,0,64.0,Medium,1
860,5021879,M,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13095.0,1,0,1,0,Laborers,4,0,35.0,Medium,1
861,5137247,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-17355.0,1,1,1,0,Secretaries,2,0,47.0,Low,1
862,5096336,F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23679.0,1,0,1,0,Others,1,0,64.0,Medium,0
863,5061762,F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,-11262.0,1,0,0,1,Accountants,3,0,30.0,Medium,1
864,5069117,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20577.0,1,0,0,0,Others,1,0,56.0,Medium,0
865,5009579,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21316.0,1,0,0,0,Others,2,0,58.0,Medium,0
866,5048319,F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,-21887.0,1,0,0,0,Core staff,1,0,59.0,Low,1
867,5023389,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-13536.0,1,0,0,0,Core staff,4,0,37.0,Medium,1
868,5143457,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11912.0,1,0,0,0,High skill tech staff,2,0,32.0,Medium,1
869,5089225,M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23027.0,1,0,1,0,Others,2,0,63.0,Medium,0
870,5069257,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-12821.0,1,0,1,1,Laborers,3,0,35.0,Low,1
871,5044939,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,-16027.0,1,0,1,0,Managers,4,0,43.0,Medium,1
872,5022730,M,Y,N,3,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15262.0,1,0,0,0,Managers,5,0,41.0,Medium,1
873,5149413,F,N,Y,2,315000.0,Commercial associate,Higher education,Married,House / apartment,-10937.0,1,0,1,0,Managers,4,0,29.0,Medium,1
874,5062745,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15035.0,1,0,1,0,Cleaning staff,2,0,41.0,Medium,1
875,5105565,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23094.0,1,0,1,0,Others,2,0,63.0,Medium,0
876,5114544,F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,-10794.0,1,0,0,1,Laborers,2,0,29.0,Medium,1
878,5078841,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20298.0,1,0,0,0,Medicine staff,2,0,55.0,Medium,1
879,5117392,F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-17615.0,1,0,0,0,Accountants,1,0,48.0,Medium,1
880,5022189,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170.0,1,0,0,0,High skill tech staff,2,0,41.0,Medium,1
881,5105422,F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18449.0,1,0,0,0,Others,1,0,50.0,Medium,1
882,5143453,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11912.0,1,0,0,0,High skill tech staff,2,0,32.0,Medium,1
883,5067832,F,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-21377.0,1,0,0,1,Others,2,0,58.0,Medium,1
884,5090995,M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,-10323.0,1,1,1,1,Managers,2,0,28.0,Medium,1
885,5089512,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,-13810.0,1,1,1,1,Core staff,3,0,37.0,Medium,1
886,5116373,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,-10092.0,1,0,0,0,Others,3,0,27.0,Low,1
887,5149106,M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12488.0,1,0,0,0,Security staff,4,0,34.0,Medium,1
888,5091737,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14716.0,1,0,0,0,Sales staff,1,0,40.0,Medium,1
889,5052620,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15988.0,1,0,1,0,High skill tech staff,3,0,43.0,Medium,1
890,5087819,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15788.0,1,0,0,0,Security staff,4,0,43.0,Medium,1
891,5139757,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,-23711.0,1,0,0,0,Laborers,2,0,64.0,Medium,1
892,5113639,F,N,N,0,135000.0,Pensioner,Higher education,Married,Municipal apartment,-19700.0,1,0,0,0,Others,2,0,53.0,Medium,0
893,5052811,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17189.0,1,0,0,0,Managers,2,0,47.0,Medium,1
894,5095751,F,N,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,-12869.0,1,1,1,0,Managers,2,0,35.0,Medium,1
895,5096785,F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24194.0,1,0,0,0,Others,2,0,66.0,Medium,0
896,5062286,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8353.0,1,1,0,1,Core staff,2,0,22.0,Medium,1
897,5090805,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16814.0,1,0,0,0,Others,1,0,46.0,Medium,1
898,5079075,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-15569.0,1,1,0,0,Core staff,2,0,42.0,Medium,1
899,5146447,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-14394.0,1,0,1,0,Managers,1,0,39.0,Medium,1
900,5051008,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10448.0,1,1,1,1,Realty agents,3,0,28.0,Medium,1
901,5100106,M,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-17660.0,1,1,1,0,Laborers,2,0,48.0,Low,1
902,5094896,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14136.0,1,0,0,0,Managers,3,0,38.0,Medium,1
903,5050894,M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18875.0,1,0,0,0,Others,2,0,51.0,Medium,0
904,5054414,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-13021.0,1,1,0,0,Managers,2,0,35.0,Medium,1
905,5025791,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18506.0,1,0,0,0,Core staff,2,0,50.0,Medium,1
906,5067949,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18133.0,1,0,1,1,Others,1,0,49.0,Medium,1
907,5142482,M,Y,N,2,166500.0,Commercial associate,Higher education,Married,House / apartment,-12312.0,1,0,0,0,Core staff,4,0,33.0,Medium,1
908,5041271,M,N,Y,0,445500.0,Commercial associate,Higher education,Separated,House / apartment,-19298.0,1,0,0,0,Others,1,0,52.0,Medium,1
909,5115957,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,-15494.0,1,0,0,0,Sales staff,1,0,42.0,Medium,1
910,5010881,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20688.0,1,0,1,0,Others,2,0,56.0,Low,0
911,5029423,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11206.0,1,0,0,1,Core staff,3,0,30.0,Medium,1
912,5105159,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,-12238.0,1,1,1,0,Managers,4,0,33.0,Medium,1
913,5029610,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15161.0,1,0,0,0,Core staff,1,0,41.0,Medium,1
914,5117450,F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11863.0,1,1,0,0,Others,4,0,32.0,Low,1
916,5023949,M,Y,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-14962.0,1,0,0,0,Laborers,3,0,40.0,Medium,1
917,5089737,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19010.0,1,1,1,0,Cleaning staff,2,0,52.0,Medium,1
918,5143402,M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,House / apartment,-19270.0,1,0,1,0,Managers,2,0,52.0,Medium,1
920,5136909,M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-15244.0,1,1,0,1,Managers,3,0,41.0,Medium,1
921,5143596,F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11639.0,1,1,0,0,Waiters/barmen staff,2,0,31.0,Low,1
922,5095939,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17340.0,1,0,1,0,Managers,2,0,47.0,Medium,1
923,5113343,M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11462.0,1,0,0,0,Laborers,4,0,31.0,Medium,1
924,5142920,F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,-12454.0,1,1,1,0,Sales staff,3,0,34.0,Medium,1
925,5114294,F,N,N,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,-19295.0,1,1,0,0,Others,1,0,52.0,Medium,1
926,5088055,F,N,Y,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17937.0,1,0,0,0,Medicine staff,1,0,49.0,Medium,1
927,5142815,M,Y,N,0,126000.0,Commercial associate,Incomplete higher,Married,House / apartment,-10359.0,1,0,1,0,Laborers,2,0,28.0,Medium,1
928,5054460,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18934.0,1,0,1,0,Laborers,3,0,51.0,Medium,1
929,5113134,F,N,Y,0,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,-21845.0,1,0,0,0,Others,1,0,59.0,Medium,0
930,5069380,M,N,Y,0,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16717.0,1,0,0,0,High skill tech staff,1,0,45.0,Medium,1
931,5065798,F,N,Y,0,44550.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22911.0,1,0,0,0,Others,2,0,62.0,Low,0
932,5036396,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13686.0,1,0,0,0,Cooking staff,2,0,37.0,Medium,1
933,5148535,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10473.0,1,0,1,0,Others,3,0,28.0,Medium,1
934,5105436,M,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14358.0,1,0,0,0,Others,4,0,39.0,Medium,1
935,5105412,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12760.0,1,0,0,0,Others,4,0,34.0,Medium,1
936,5026177,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19171.0,1,1,0,0,Laborers,2,0,52.0,Medium,1
937,5142584,M,Y,Y,0,301500.0,Working,Secondary / secondary special,Married,Rented apartment,-9009.0,1,0,0,0,Laborers,2,0,24.0,Medium,1
938,5054297,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14060.0,1,1,0,0,Cooking staff,2,0,38.0,Medium,1
939,5118108,M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8304.0,1,1,0,0,Laborers,1,0,22.0,Low,1
940,5054106,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21516.0,1,0,0,0,Others,1,0,58.0,Low,0
941,5010683,M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,-10297.0,1,0,0,0,Managers,2,0,28.0,Medium,1
942,5045850,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,-12621.0,1,0,0,0,Managers,4,0,34.0,Medium,1
943,5058371,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17468.0,1,1,1,0,Others,2,0,47.0,Medium,1
944,5068147,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20441.0,1,0,0,0,Others,1,0,56.0,Medium,0
945,5137187,F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11405.0,1,1,0,0,Others,2,0,31.0,Low,1
946,5139859,M,Y,Y,0,189000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20011.0,1,0,0,0,Others,1,0,54.0,Medium,0
947,5095873,F,N,N,0,202500.0,Working,Higher education,Civil marriage,House / apartment,-15309.0,1,1,1,0,Core staff,2,0,41.0,Medium,1
948,5126809,M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10676.0,1,0,1,1,Laborers,3,0,29.0,Medium,1
949,5096604,F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,-13528.0,1,1,1,0,Core staff,3,0,37.0,Medium,1
950,5036765,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12834.0,1,0,0,1,Laborers,3,0,35.0,Medium,1
951,5091880,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18463.0,1,0,0,0,Accountants,2,0,50.0,Medium,1
952,5090082,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15051.0,1,0,0,0,Others,2,0,41.0,Medium,1
953,5061481,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-9615.0,1,0,0,1,Managers,3,0,26.0,Medium,1
954,5125235,F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-13766.0,1,0,0,0,High skill tech staff,4,0,37.0,Medium,1
955,5089474,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-14344.0,1,0,0,0,Laborers,2,0,39.0,Medium,1
956,5126021,F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14788.0,1,1,1,0,Core staff,3,0,40.0,Medium,1
957,5114630,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-19738.0,1,1,0,0,Sales staff,2,0,54.0,Low,1
958,5010225,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532.0,1,0,0,0,Medicine staff,3,0,48.0,Low,1
959,5118526,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-22190.0,1,0,0,0,Others,2,0,60.0,Medium,1
960,5061340,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24302.0,1,0,0,0,Others,1,0,66.0,Low,0
961,5118527,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-22190.0,1,0,0,0,Others,2,0,60.0,Medium,1
962,5090186,M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,-23451.0,1,0,0,0,Others,2,0,64.0,Medium,0
963,5089596,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14011.0,1,0,0,0,Managers,2,0,38.0,Medium,1
964,5066865,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,-9905.0,1,0,0,0,Sales staff,4,0,27.0,Low,1
965,5061832,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22616.0,1,0,0,0,Others,2,0,61.0,Medium,0
966,5009941,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10710.0,1,0,0,0,Sales staff,4,0,29.0,Medium,1
967,5052731,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13812.0,1,0,0,0,Laborers,2,0,37.0,Medium,1
968,5137175,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20142.0,1,1,1,0,Sales staff,2,0,55.0,Medium,1
969,5045614,M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,-15556.0,1,0,0,0,Drivers,3,0,42.0,Medium,1
970,5067926,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22743.0,1,0,0,0,Others,1,0,62.0,Medium,0
971,5047870,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569.0,1,0,0,0,Others,3,0,34.0,Medium,1
972,5025161,M,N,N,0,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12523.0,1,0,0,0,Laborers,2,0,34.0,Medium,1
973,5145694,M,Y,Y,0,225000.0,Working,Higher education,Single / not married,With parents,-9444.0,1,1,1,0,Others,1,0,25.0,Medium,1
974,5113455,F,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18140.0,1,0,0,0,Laborers,3,0,49.0,Medium,1
975,5150164,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-23643.0,1,0,1,0,Others,1,0,64.0,Medium,0
976,5126321,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-17778.0,1,1,1,0,High skill tech staff,2,0,48.0,Medium,1
977,5088450,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,-22887.0,1,0,1,0,Drivers,1,0,62.0,Medium,1
978,5068631,F,Y,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-21216.0,1,0,0,0,Managers,2,0,58.0,Medium,1
979,5021693,M,Y,Y,2,337500.0,Working,Incomplete higher,Married,House / apartment,-12418.0,1,0,1,0,Laborers,4,0,34.0,Medium,1
980,5111172,M,Y,Y,0,225000.0,Working,Higher education,Married,Rented apartment,-10602.0,1,0,0,0,Sales staff,2,0,29.0,Medium,1
981,5029184,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,-15973.0,1,0,0,0,Laborers,3,0,43.0,Medium,1
982,5069051,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17762.0,1,0,0,0,Laborers,2,0,48.0,Medium,1
983,5046379,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,-19558.0,1,0,0,0,Laborers,2,0,53.0,Medium,1
984,5118477,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17386.0,1,0,0,0,Laborers,2,0,47.0,Medium,1
985,5106118,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-13467.0,1,0,0,0,Core staff,3,0,36.0,Medium,1
986,5024148,F,Y,N,0,180000.0,Working,Higher education,Married,With parents,-11380.0,1,1,1,0,Accountants,2,0,31.0,Medium,1
987,5112966,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18805.0,1,0,1,0,Others,2,0,51.0,Medium,1
988,5089240,F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,-19363.0,1,0,1,1,Medicine staff,1,0,53.0,Medium,1
989,5067262,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-19982.0,1,0,1,0,Others,2,0,54.0,Medium,1
990,5045255,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20854.0,1,0,0,0,Core staff,3,0,57.0,Medium,1
992,5136020,M,Y,N,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16143.0,1,0,0,0,Private service staff,3,0,44.0,Medium,1
993,5033418,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10756.0,1,0,1,0,Managers,2,0,29.0,Medium,1
994,5021737,F,N,Y,0,189000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20858.0,1,0,0,0,Others,1,0,57.0,Medium,0
995,5023231,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-17376.0,1,0,0,0,Laborers,1,0,47.0,Medium,1
996,5029225,F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21406.0,1,0,1,0,Others,2,0,58.0,Medium,0
997,5028909,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-9963.0,1,0,0,0,Sales staff,2,0,27.0,Low,1
998,5090793,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,-14020.0,1,0,1,0,Core staff,2,0,38.0,Medium,1
999,5126517,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-20516.0,1,0,1,0,Laborers,2,0,56.0,Medium,1
1000,5146114,F,N,Y,0,157500.0,State servant,Higher education,Separated,House / apartment,-20763.0,1,0,1,0,Others,1,0,56.0,Medium,1
1001,5146034,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17111.0,1,0,0,0,Cooking staff,1,0,46.0,Medium,1
1002,5142972,M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10656.0,1,1,1,0,Laborers,3,0,29.0,Medium,1
1003,5028569,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15653.0,1,0,0,1,Core staff,2,0,42.0,Medium,1
1004,5114032,F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,-14661.0,1,0,0,0,Others,2,0,40.0,Low,1
1005,5085826,F,N,N,0,351000.0,Commercial associate,Higher education,Married,House / apartment,-21574.0,1,0,1,0,Others,2,0,59.0,Medium,1
1006,5053089,F,N,N,0,175500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18643.0,1,0,0,0,High skill tech staff,1,0,51.0,Medium,1
